ncm,ncm_dot,descrição,categorias/0,categorias/1,categorias/2
41139000,4113.90.00,outros,4113,41139,411390
41141000,4114.10.00,couros e peles acamurçados (incluindo a camurça combinada),4114,41141,411410
41142010,4114.20.10,envernizados ou revestidos,4114,41142,411420
41142020,4114.20.20,metalizados,4114,41142,411420
41151000,4115.10.00,couro reconstituído à base de couro ou de fibras de couro,4115,41151,411510
41152000,4115.20.00,aparas e outros desperdícios de couros ou de peles preparados ou de couro reconstituído,4115,41152,411520
42010010,4201.00.10,de couro natural ou reconstituído,4201,42010,420100
42010090,4201.00.90,outros,4201,42010,420100
42021100,4202.11.00,com a superfície exterior de couro natural ou reconstituído,4202,42021,420211
42021210,4202.12.10,de plástico,4202,42021,420212
42021220,4202.12.20,de matérias têxteis,4202,42021,420212
42021900,4202.19.00,outros,4202,42021,420219
42022100,4202.21.00,com a superfície exterior de couro natural ou reconstituído,4202,42022,420221
42022210,4202.22.10,de folhas de plástico,4202,42022,420222
42022220,4202.22.20,de matérias têxteis,4202,42022,420222
42022900,4202.29.00,outras,4202,42022,420229
42023100,4202.31.00,com a superfície exterior de couro natural ou reconstituído,4202,42023,420231
42023200,4202.32.00,com a superfície exterior de folhas de plástico ou de matérias têxteis,4202,42023,420232
42023900,4202.39.00,outros,4202,42023,420239
42029100,4202.91.00,com a superfície exterior de couro natural ou reconstituído,4202,42029,420291
42029200,4202.92.00,com a superfície exterior de folhas de plástico ou de matérias têxteis,4202,42029,420292
42029900,4202.99.00,outros,4202,42029,420299
42031000,4203.10.00,vestuário,4203,42031,420310
42032100,4203.21.00,especialmente concebidas para a prática de esportes,4203,42032,420321
42032900,4203.29.00,outras,4203,42032,420329
42033000,4203.30.00,cintos,4203,42033,420330
42034000,4203.40.00,outros acessórios de vestuário,4203,42034,420340
42050000,4205.00.00,outras obras de couro natural ou reconstituído.,4205,42050,420500
42060000,4206.00.00,obras de tripa,4206,42060,420600
43011000,4301.10.00,de visons,4301,43011,430110
43013000,4301.30.00,de cordeiros denominados astracã,4301,43013,430130
43016000,4301.60.00,de raposas,4301,43016,430160
43018000,4301.80.00,de outros animais,4301,43018,430180
43019000,4301.90.00,cabeças,4301,43019,430190
43021100,4302.11.00,de visons,4302,43021,430211
43021910,4302.19.10,de ovinos,4302,43021,430219
43021990,4302.19.90,outras,4302,43021,430219
43022000,4302.20.00,cabeças,4302,43022,430220
43023000,4302.30.00,peles com pelo inteiras e respectivos pedaços e aparas,4302,43023,430230
43031000,4303.10.00,vestuário e seus acessórios,4303,43031,430310
43039000,4303.90.00,outros,4303,43039,430390
43040000,4304.00.00,peles com pelo artificiais,4304,43040,430400
44011100,4401.11.00,de coníferas,4401,44011,440111
44011200,4401.12.00,de não coníferas,4401,44011,440112
44012100,4401.21.00,de coníferas,4401,44012,440121
44012200,4401.22.00,de não coníferas,4401,44012,440122
44013100,4401.31.00,pellets de madeira,4401,44013,440131
44013900,4401.39.00,outros,4401,44013,440139
44014000,4401.40.00,serragem (serradura),4401,44014,440140
44021000,4402.10.00,de bambu,4402,44021,440210
44029000,4402.90.00,outros,4402,44029,440290
44031100,4403.11.00,de coníferas,4403,44031,440311
44031200,4403.12.00,de não coníferas,4403,44031,440312
44032100,4403.21.00,de pinheiro (pinus spp.),4403,44032,440321
44032200,4403.22.00,de pinheiro (pinus spp.),4403,44032,440322
44032300,4403.23.00,de abeto (abies spp.) e de espruce (pícea) (picea spp.),4403,44032,440323
44032400,4403.24.00,de abeto (abies spp.) e de espruce (pícea) (picea spp.),4403,44032,440324
44032500,4403.25.00,outras,4403,44032,440325
44032600,4403.26.00,outras,4403,44032,440326
44034100,4403.41.00,dark red meranti,4403,44034,440341
44034900,4403.49.00,outras,4403,44034,440349
44039100,4403.91.00,de carvalho (quercus spp.),4403,44039,440391
44039300,4403.93.00,de faia (fagus spp.),4403,44039,440393
44039400,4403.94.00,de faia (fagus spp.),4403,44039,440394
44039500,4403.95.00,de bétula (vidoeiro) (betula spp.),4403,44039,440395
44039600,4403.96.00,de bétula (vidoeiro) (betula spp.),4403,44039,440396
44039700,4403.97.00,de choupo (álamo) (populus spp.),4403,44039,440397
44039800,4403.98.00,de eucalipto (eucalyptus spp.),4403,44039,440398
44039900,4403.99.00,outras,4403,44039,440399
44041000,4404.10.00,de coníferas,4404,44041,440410
44042000,4404.20.00,de não coníferas,4404,44042,440420
44050000,4405.00.00,lã de madeira; farinha de madeira.,4405,44050,440500
44061100,4406.11.00,de coníferas,4406,44061,440611
44061200,4406.12.00,de não coníferas,4406,44061,440612
44069100,4406.91.00,de coníferas,4406,44069,440691
44069200,4406.92.00,de não coníferas,4406,44069,440692
44071100,4407.11.00,de pinheiro (pinus spp.),4407,44071,440711
44071200,4407.12.00,de abeto (abies spp.) e de espruce (pícea) (picea spp.),4407,44071,440712
44071900,4407.19.00,outras,4407,44071,440719
44072100,4407.21.00,mahogany (mogno) (swietenia spp.),4407,44072,440721
44072200,4407.22.00,virola,4407,44072,440722
44072500,4407.25.00,dark red meranti,4407,44072,440725
44072600,4407.26.00,white lauan,4407,44072,440726
44072700,4407.27.00,sapelli,4407,44072,440727
44072800,4407.28.00,iroko,4407,44072,440728
44072910,4407.29.10,de cedro,4407,44072,440729
44072920,4407.29.20,de ipê,4407,44072,440729
44072930,4407.29.30,de paumarfim,4407,44072,440729
44072940,4407.29.40,de louro,4407,44072,440729
44072950,4407.29.50,de canafístula (peltophorum vogelianum),4407,44072,440729
44072960,4407.29.60,de cabreúva parda (myrocarpus spp.),4407,44072,440729
44072970,4407.29.70,de urundei (astronium balansae),4407,44072,440729
44072990,4407.29.90,outras,4407,44072,440729
44079100,4407.91.00,de carvalho (quercus spp.),4407,44079,440791
44079200,4407.92.00,de faia (fagus spp.),4407,44079,440792
44079300,4407.93.00,de ácer (acer spp.),4407,44079,440793
44079400,4407.94.00,de prunóidea (prunus spp.),4407,44079,440794
44079500,4407.95.00,de freixo (fraxinus spp.),4407,44079,440795
44079600,4407.96.00,de bétula (vidoeiro) (betula spp.),4407,44079,440796
44079700,4407.97.00,de choupo (álamo) (populus spp.),4407,44079,440797
44079920,4407.99.20,de peroba (paratecoma peroba),4407,44079,440799
44079930,4407.99.30,de guaiuvira (patagonula americana),4407,44079,440799
44079960,4407.99.60,de amendoim (pterogyne nitens),4407,44079,440799
44079970,4407.99.70,de angico preto (piptadenia macrocarpa),4407,44079,440799
44079990,4407.99.90,outras,4407,44079,440799
44081010,4408.10.10,obtidas por corte de madeira estratificada,4408,44081,440810
44081091,4408.10.91,de pinho brasil (araucaria angustifolia),4408,44081,440810
44081099,4408.10.99,outras,4408,44081,440810
44083110,4408.31.10,obtidas por corte de madeira estratificada,4408,44083,440831
44083190,4408.31.90,outras,4408,44083,440831
44083910,4408.39.10,obtidas por corte de madeira estratificada,4408,44083,440839
44083991,4408.39.91,de cedro,4408,44083,440839
44083992,4408.39.92,de paumarfim,4408,44083,440839
44083999,4408.39.99,outras,4408,44083,440839
44089010,4408.90.10,obtidas por corte de madeira estratificada,4408,44089,440890
44089090,4408.90.90,outras,4408,44089,440890
44091000,4409.10.00,de coníferas,4409,44091,440910
44092100,4409.21.00,de bambu,4409,44092,440921
44092200,4409.22.00,de madeiras tropicais,4409,44092,440922
44092900,4409.29.00,outras,4409,44092,440929
44101110,4410.11.10,em bruto ou simplesmente polidos,4410,44101,441011
44101121,4410.11.21,em ambas as faces,4410,44101,441011
44101129,4410.11.29,outros,4410,44101,441011
44101190,4410.11.90,outros,4410,44101,441011
44101210,4410.12.10,em bruto ou simplesmente polidos,4410,44101,441012
44101290,4410.12.90,outros,4410,44101,441012
44101911,4410.19.11,em bruto ou simplesmente polidos,4410,44101,441019
44101919,4410.19.19,outros,4410,44101,441019
44101991,4410.19.91,em bruto ou simplesmente polidos,4410,44101,441019
44101992,4410.19.92,recobertos na superfície com papel impregnado de melamina,4410,44101,441019
44101999,4410.19.99,outros,4410,44101,441019
44109000,4410.90.00,outros,4410,44109,441090
44111210,4411.12.10,não trabalhados mecanicamente nem recobertos à superfície,4411,44111,441112
44111290,4411.12.90,outros,4411,44111,441112
44111310,4411.13.10,não trabalhados mecanicamente nem recobertos à superfície,4411,44111,441113
44111391,4411.13.91,recobertos em ambas as faces com papel impregnado de melamina,4411,44111,441113
44111399,4411.13.99,outros,4411,44111,441113
44111410,4411.14.10,não trabalhados mecanicamente nem recobertos à superfície,4411,44111,441114
44111490,4411.14.90,outros,4411,44111,441114
44119210,4411.92.10,não trabalhados mecanicamente nem recobertos à superfície,4411,44119,441192
44119290,4411.92.90,outros,4411,44119,441192
44119310,4411.93.10,não trabalhados mecanicamente nem recobertos à superfície,4411,44119,441193
44119390,4411.93.90,outros,4411,44119,441193
44119410,4411.94.10,não trabalhados mecanicamente nem recobertos à superfície,4411,44119,441194
44119490,4411.94.90,outros,4411,44119,441194
44121000,4412.10.00,de bambu,4412,44121,441210
44123100,4412.31.00,com,4412,44123,441231
44123300,4412.33.00,outras,4412,44123,441233
44123400,4412.34.00,outras,4412,44123,441234
44123900,4412.39.00,outras,4412,44123,441239
44129400,4412.94.00,com alma aglomerada,4412,44129,441294
44129900,4412.99.00,outras,4412,44129,441299
44130000,4413.00.00,madeira densificada,4413,44130,441300
44140000,4414.00.00,molduras de madeira para quadros,4414,44140,441400
44151000,4415.10.00,caixotes,4415,44151,441510
44152000,4415.20.00,paletes simples,4415,44152,441520
44160010,4416.00.10,de carvalho (quercus spp.),4416,44160,441600
44160090,4416.00.90,outros,4416,44160,441600
44170010,4417.00.10,ferramentas,4417,44170,441700
44170020,4417.00.20,formas,4417,44170,441700
44170090,4417.00.90,outros,4417,44170,441700
44181000,4418.10.00,janelas,4418,44181,441810
44182000,4418.20.00,portas e respectivos caixilhos,4418,44182,441820
44184000,4418.40.00,armações para concreto (confragens para betão*),4418,44184,441840
44185000,4418.50.00,fasquias para telhados (shingles e shakes),4418,44185,441850
44186000,4418.60.00,postes e vigas,4418,44186,441860
44187300,4418.73.00,de bambu ou com,4418,44187,441873
44187400,4418.74.00,outros,4418,44187,441874
44187500,4418.75.00,outros,4418,44187,441875
44187900,4418.79.00,outros,4418,44187,441879
44189100,4418.91.00,de bambu,4418,44189,441891
44189900,4418.99.00,outras,4418,44189,441899
44191100,4419.11.00,tábuas para cortar pão,4419,44191,441911
44191200,4419.12.00,pauzinhos (hashi ou fachi),4419,44191,441912
44191900,4419.19.00,outros,4419,44191,441919
44199000,4419.90.00,outros,4419,44199,441990
44201000,4420.10.00,estatuetas e outros objetos de ornamentação,4420,44201,442010
44209000,4420.90.00,outros,4420,44209,442090
44211000,4421.10.00,cabides para vestuário,4421,44211,442110
44219100,4421.91.00,de bambu,4421,44219,442191
44219900,4421.99.00,outras,4421,44219,442199
45011000,4501.10.00,cortiça natural,4501,45011,450110
45019000,4501.90.00,outros,4501,45019,450190
45020000,4502.00.00,cortiça natural,4502,45020,450200
45031000,4503.10.00,rolhas,4503,45031,450310
45039000,4503.90.00,outras,4503,45039,450390
45041000,4504.10.00,cubos,4504,45041,450410
45049000,4504.90.00,outras,4504,45049,450490
46012100,4601.21.00,de bambu,4601,46012,460121
46012200,4601.22.00,de rotim,4601,46012,460122
46012900,4601.29.00,outras,4601,46012,460129
46019200,4601.92.00,de bambu,4601,46019,460192
46019300,4601.93.00,de rotim,4601,46019,460193
46019400,4601.94.00,de outras matérias vegetais,4601,46019,460194
46019900,4601.99.00,outras,4601,46019,460199
46021100,4602.11.00,de bambu,4602,46021,460211
46021200,4602.12.00,de rotim,4602,46021,460212
46021900,4602.19.00,outras,4602,46021,460219
46029000,4602.90.00,outras,4602,46029,460290
47010000,4701.00.00,pastas mecânicas de madeira.,4701,47010,470100
47020000,4702.00.00,pastas químicas de madeira,4702,47020,470200
47031100,4703.11.00,de coníferas,4703,47031,470311
47031900,4703.19.00,de não coníferas,4703,47031,470319
47032100,4703.21.00,de coníferas,4703,47032,470321
47032900,4703.29.00,de não coníferas,4703,47032,470329
47041100,4704.11.00,de coníferas,4704,47041,470411
47041900,4704.19.00,de não coníferas,4704,47041,470419
47042100,4704.21.00,de coníferas,4704,47042,470421
47042900,4704.29.00,de não coníferas,4704,47042,470429
47050000,4705.00.00,pastas de madeira obtidas por combinação de um tratamento mecânico com um tratamento químico.,4705,47050,470500
47061000,4706.10.00,pastas de línteres de algodão,4706,47061,470610
47062000,4706.20.00,pastas de fibras obtidas a partir de papel ou de cartão reciclados (desperdícios e aparas),4706,47062,470620
47063000,4706.30.00,outras,4706,47063,470630
47069100,4706.91.00,mecânicas,4706,47069,470691
47069200,4706.92.00,químicas,4706,47069,470692
47069300,4706.93.00,obtidas por combinação de um tratamento mecânico com um tratamento químico,4706,47069,470693
47071000,4707.10.00,papéis ou cartões,4707,47071,470710
47072000,4707.20.00,outros papéis ou cartões,4707,47072,470720
47073000,4707.30.00,papéis ou cartões,4707,47073,470730
47079000,4707.90.00,outros,4707,47079,470790
48010020,4801.00.20,em folhas,4801,48010,480100
48010030,4801.00.30,outros,4801,48010,480100
48010090,4801.00.90,outros,4801,48010,480100
48021000,4802.10.00,papel e cartão feitos à mão (folha a folha),4802,48021,480210
48022010,4802.20.10,em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm,4802,48022,480220
48022090,4802.20.90,outros,4802,48022,480220
48024010,4802.40.10,em tiras ou rolos de largura não superior a 15 cm,4802,48024,480240
48024090,4802.40.90,outros,4802,48024,480240
48025410,4802.54.10,em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm,4802,48025,480254
48025491,4802.54.91,fabricado principalmente a partir de pasta branqueada ou pasta obtida por um processo mecânico,4802,48025,480254
48025499,4802.54.99,outros,4802,48025,480254
48025510,4802.55.10,de largura não superior a 15 cm,4802,48025,480255
48025591,4802.55.91,de desenho,4802,48025,480255
48025592,4802.55.92,kraft,4802,48025,480255
48025599,4802.55.99,outros,4802,48025,480255
48025610,4802.56.10,em que nenhum lado exceda 360 mm,4802,48025,480256
48025691,4802.56.91,para impressão de papelmoeda,4802,48025,480256
48025692,4802.56.92,de desenho,4802,48025,480256
48025693,4802.56.93,kraft,4802,48025,480256
48025699,4802.56.99,outros,4802,48025,480256
48025710,4802.57.10,em tiras de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm,4802,48025,480257
48025791,4802.57.91,para impressão de papelmoeda,4802,48025,480257
48025792,4802.57.92,de desenho,4802,48025,480257
48025793,4802.57.93,kraft,4802,48025,480257
48025799,4802.57.99,outros,4802,48025,480257
48025810,4802.58.10,em tiras ou rolos de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm,4802,48025,480258
48025891,4802.58.91,de desenho,4802,48025,480258
48025892,4802.58.92,kraft,4802,48025,480258
48025899,4802.58.99,outros,4802,48025,480258
48026110,4802.61.10,de largura não superior a 15 cm,4802,48026,480261
48026191,4802.61.91,de peso inferior ou igual a 57 g/m2,4802,48026,480261
48026192,4802.61.92,kraft,4802,48026,480261
48026199,4802.61.99,outros,4802,48026,480261
48026210,4802.62.10,em que nenhum lado exceda 360 mm,4802,48026,480262
48026291,4802.62.91,de peso inferior ou igual a 57 g/m2,4802,48026,480262
48026292,4802.62.92,kraft,4802,48026,480262
48026299,4802.62.99,outros,4802,48026,480262
48026910,4802.69.10,em tiras de largura não superior a 15 cm ou em folhas em que nenhum lado exceda 360 mm,4802,48026,480269
